,Micro Predictions
0,0.5964966931417922
1,0.6031685678324366
2,0.5627661673408557
3,0.4964329024824496
4,0.7888453241815775
5,0.8119492731436365
6,0.5099690773379091
7,0.5089646677334421
8,0.6760188933528797
9,0.5071511979634502
10,0.22106231556126243
11,0.4639547840021994
12,0.43602581010184704
13,0.44253980114059693
14,0.21945194090187034
15,0.2291994373222079
16,0.24793862114987625
17,0.2939694595151923
18,0.7888453241815775
19,0.602504370522607
20,0.5673395824810641
21,0.5742027955617613
22,0.8073648730288459
23,0.43167352937271697
24,0.44643440190834643
25,0.23128324156998467
26,0.4112271729027107
27,0.5940207010569343
28,0.5896919456805609
29,0.6988172836640836
30,0.7847310357526929
31,0.5675548865108454
32,0.5566703757401875
33,0.6281128394309854
34,0.6999897939220397
35,0.4180048044560008
36,0.516896323062018
37,0.21443320452560774
38,0.24389382027549023
39,0.23996021471605822
40,0.44173947729912055
41,0.459642058864749
42,0.5500547647851913
43,0.5636377667486986
44,0.4439500891199353
45,0.20862509401621046
46,0.2040594215849135
47,0.2040594215849135
48,0.4302988919645498
49,0.40813168306220104
50,0.42877858425357834
51,0.7991444355050323
52,0.6479255125209535
53,0.7904974288124849
54,0.7022635183981398
55,0.6923281017386432
56,0.7980446057479763
57,0.49965798242092063
58,0.45425776601183493
59,0.4958240269452026
60,0.5866192203683845
61,0.8101438995963467
62,0.666806823769761
63,0.21675752142908686
64,0.19744781235960546
65,0.20862509401621046
66,0.42332644004768044
67,0.8101438995963467
68,0.7932196309712183
69,0.7847310357526929
70,0.532143978926185
71,0.8052716031198993
72,0.5500547647851913
73,0.5665658727040012
74,0.5829434496947894
75,0.4422403932223811
76,0.4420299886155437
77,0.44070802113586893
78,0.5444180838620866
79,0.5829434496947894
80,0.5881197983301095
81,0.8139274920560189
82,0.598455565237975
83,0.5333801271431787
84,0.5488476602882897
85,0.5873366825543583
86,0.5873366825543583
87,0.5285519945023169
88,0.28085479202703517
89,0.29629515936597406
90,0.5662121913151846
91,0.4582131347609302
92,0.3574448821806635
93,0.5534520746210326
94,0.23963114678965072
95,0.21913409578337573
96,0.38770022556105843
97,0.6009948111169627
98,0.6504914535933358
99,0.7392081673308006
100,0.807411548611318
101,0.5776884986542097
102,0.6326632110534448
103,0.8013851060041586
104,0.7888453241815775
105,0.45505543449448566
106,0.45505543449448566
107,0.46992093065133966
108,0.3540894988973824
109,0.4632783698602668
110,0.3029715214225281
111,0.46598792176389986
112,0.35392803129225764
113,0.4528268210126561
114,0.33465316786558036
115,0.3636266789492849
116,0.4253222936027097
117,0.7867373589377046
118,0.8101438995963467
119,0.5899403930757243
120,0.5937327703995136
121,0.4227360780525047
122,0.2040594215849135
123,0.2204511471132832
124,0.41987453761194615
125,0.5485684302573898
126,0.6046039698875222
127,0.6024830247334871
128,0.8139274920560189
129,0.5760436695363353
130,0.6505713258133652
131,0.5829434496947894
132,0.2040594215849135
133,0.3992817514779061
134,0.42877858425357834
135,0.5246975470878634
136,0.22285595304569447
137,0.7240835226915842
138,0.7867373589377046
139,0.8139274920560189
140,0.6532644823700404
141,0.4359075479377276
142,0.8105621910839383
143,0.6715484146658848
144,0.4127525336468333
145,0.2236499616493016
146,0.7457885436608391
147,0.7197243976947386
148,0.4127525336468333
149,0.4145141560361542
150,0.5212294070382772
151,0.8056837239278817
152,0.37926426225042875
153,0.2293961306326741
154,0.5354328397049374
155,0.724924050025001
156,0.5187499343919595
157,0.7847310357526929
158,0.7157074690529046
159,0.7847310357526929
160,0.5970745376971951
161,0.6573996589057269
162,0.3207162027173273
163,0.5321846151020712
164,0.44268544190513504
165,0.36104196177969655
166,0.24594252028731803
167,0.39643556009312386
168,0.3768028291378736
169,0.43898972058720487
170,0.42877858425357834
171,0.23453194902701768
172,0.38065899055533287
173,0.7009366193245502
174,0.6409641333625146
175,0.6686421996214393
176,0.6580478637923065
177,0.5922525959120584
178,0.6371396876059093
179,0.3461116229382326
180,0.382352094572568
181,0.46853809050407813
182,0.42996393104460234
183,0.45448419279767216
184,0.8139274920560189
185,0.7976070128163409
186,0.5655948061342138
187,0.8105621910839383
188,0.8105621910839383
189,0.5504784813402086
190,0.2040594215849135
191,0.2626688258438364
192,0.7009366193245502
193,0.4534908728427831
194,0.3624413941383589
195,0.8105621910839383
196,0.6107040970091775
197,0.6133672538750017
198,0.8139274920560189
199,0.22713588482199182
200,0.43357347422716913
201,0.4749264758829545
202,0.5779869678572525
203,0.5693089228163837
204,0.2040594215849135
205,0.21331271360259843
206,0.2031102971867012
207,0.7449917053366453
208,0.7828804124333105
209,0.807411548611318
210,0.7888453241815775
211,0.721772368545
212,0.38490341487654745
213,0.49315148195458997
214,0.4147605094061917
215,0.25727951886336914
216,0.21675752142908686
217,0.6286652535552857
218,0.7847310357526929
219,0.7345113754212007
220,0.6849981918844389
221,0.7770482274029531
222,0.6122363373280596
223,0.35984666676382276
224,0.30042559548934517
225,0.3581973695140689
226,0.3366105952412843
227,0.7374745057572025
228,0.5624997216322559
229,0.5510038904924408
230,0.35513288653132485
231,0.3676132704688974
232,0.33742543618463006
233,0.39809844806644873
234,0.2648936991802902
235,0.3069919577438234
236,0.21675752142908686
237,0.47767646252887935
238,0.5332093756272537
239,0.41893234546532127
240,0.41941618634241834
241,0.7467872976491037
242,0.7467872976491037
243,0.7859069325421991
244,0.6324518368151633
245,0.581559217061469
246,0.7888453241815775
247,0.756413741099412
248,0.5359420346692598
249,0.38679741379720844
250,0.36388562634732247
251,0.21331271360259843
252,0.42682125124425957
253,0.4182874997089921
254,0.44810657998986897
255,0.4420299886155437
256,0.21875465598146945
257,0.6001299953317791
258,0.5873366825543583
259,0.767333696196292
260,0.7907095672381865
261,0.6165901503897493
262,0.21331271360259843
263,0.29550475556219047
264,0.21331271360259843
265,0.4390358959757906
266,0.27995926876346067
267,0.49566438083322967
268,0.6255567870093514
269,0.7557770530684467
270,0.7954184708318758
271,0.7867373589377046
272,0.3100361241953542
273,0.4528904363670079
274,0.21790253469273588
275,0.22510542664875297
276,0.6038911652562018
277,0.6366236306011526
278,0.5942423387486745
279,0.5710576555427942
280,0.7686591539319639
281,0.7859069325421991
282,0.6969186029978586
283,0.6324518368151633
284,0.807411548611318
285,0.45005262153565634
286,0.5057757479447477
287,0.3220610177862703
288,0.42996393104460234
289,0.32175675173962887
290,0.2122112405968518
291,0.7351898990579804
292,0.6624108795639421
293,0.3517660997426069
294,0.8065452624421043
295,0.7631266302464836
296,0.8105621910839383
297,0.5823872892788396
298,0.7847310357526929
299,0.41093647259662514
300,0.21331271360259843
301,0.36143758912548457
302,0.37526433467536585
303,0.21331271360259843
304,0.21030819536316867
305,0.43144354709015365
306,0.2040594215849135
307,0.5584760676966262
308,0.19744781235960546
309,0.4582131347609302
310,0.7913522769640652
311,0.61968459592585
312,0.5996035556744705
313,0.7991444355050323
314,0.2082067234201019
315,0.4167632989551137
316,0.36530624560715064
317,0.22200153914574045
318,0.3408235118875378
319,0.7925818329054937
320,0.6620982758949765
321,0.5801918795507052
322,0.5694557833343988
323,0.6339659029409148
324,0.21675752142908686
325,0.19744781235960546
326,0.4337284096286287
327,0.21331271360259843
328,0.21331271360259843
329,0.5490166673602535
330,0.5113517474907193
331,0.6020767795272121
332,0.8101438995963467
333,0.7868390009965657
334,0.21675752142908686
335,0.21331271360259843
336,0.2040594215849135
337,0.21675752142908686
338,0.49679607303726014
339,0.8118160262773378
340,0.47751361676120546
341,0.5949051394449426
342,0.6839609856347785
343,0.3880033418774418
344,0.23453194902701768
345,0.21538977840195891
346,0.4333145499396164
347,0.2031102971867012
348,0.21291223026953765
349,0.5599669230893358
350,0.7695284115542588
351,0.7990295555706122
352,0.7868390009965657
353,0.22652623298833446
354,0.24745653535260703
355,0.21331271360259843
356,0.42549491866520206
357,0.21068853262056816
358,0.6107040970091775
359,0.8139274920560189
360,0.8139274920560189
361,0.7888453241815775
362,0.21675752142908686
363,0.44421400444632125
364,0.2040594215849135
365,0.43144354709015365
366,0.7814774723089342
367,0.7395394663495023
368,0.5836784218584691
369,0.6528559836383094
370,0.44810657998986897
371,0.26947443703663493
372,0.4348346285779863
373,0.21675752142908686
374,0.21331271360259843
375,0.8040710483551358
376,0.5683302526723393
377,0.8118160262773378
378,0.6208786923629316
379,0.2031102971867012
380,0.4147605094061917
381,0.537372403820724
382,0.22652623298833446
383,0.424502099338773
384,0.1999353228111105
385,0.8139274920560189
386,0.5873366825543583
387,0.7635887805537775
388,0.8034768081274996
389,0.8119492731436365
390,0.43144354709015365
391,0.2203225845369086
392,0.44861546314548967
393,0.2040594215849135
394,0.2031102971867012
395,0.770121269586918
396,0.8083047258509201
397,0.5843394878169925
398,0.7888453241815775
399,0.2151956258790166
400,0.3469433324783061
401,0.4267032551774011
402,0.4267032551774011
403,0.21675752142908686
404,0.653437469553284
405,0.39678729258559065
406,0.30144606588923006
407,0.6908885575468363
408,0.8119492731436365
409,0.2031102971867012
410,0.41281240121377766
411,0.6656971474438664
412,0.6613220451908066
413,0.21041298025000862
414,0.19744781235960546
415,0.1999353228111105
416,0.21331271360259843
417,0.27688065043411386
418,0.596362472096961
419,0.41761037798564643
420,0.42114856509561
421,0.6107040970091775
422,0.8101438995963467
423,0.807411548611318
424,0.7024721237493964
425,0.5554301393370707
426,0.43162796960954813
427,0.2746175554495541
428,0.19744781235960546
429,0.4672913260907673
430,0.21675752142908686
431,0.4534908728427831
432,0.8139274920560189
433,0.5080952772721685
434,0.8139274920560189
435,0.7868390009965657
436,0.7484094744578859
437,0.5149512614904118
438,0.4567164821444454
439,0.5377999688784614
440,0.4163704947762342
441,0.2040594215849135
442,0.8139274920560189
443,0.8105621910839383
444,0.733062506851141
445,0.807411548611318
446,0.2758017255706479
447,0.3546781361286701
448,0.21675752142908686
449,0.21675752142908686
450,0.4990381047360193
451,0.4485326490334809
452,0.3945185551603659
453,0.19744781235960546
454,0.69846046638014
455,0.5876739659016275
456,0.69846046638014
457,0.5647182247335525
458,0.5797901018832934
459,0.8101438995963467
460,0.7832926290295821
461,0.7190581861746979
462,0.6219451367228866
463,0.6829374414581273
464,0.5478998206562621
465,0.19744781235960546
466,0.41722201983934876
467,0.4216743688491128
468,0.4419945124414763
469,0.4992632642340957
470,0.36732151647921923
471,0.5873366825543583
472,0.8105621910839383
473,0.6107040970091775
474,0.6355279292212572
475,0.623507888706865
476,0.25462821632023996
477,0.5885534075833665
478,0.44070802113586893
479,0.2031102971867012
480,0.618561805441253
481,0.7868390009965657
482,0.8119492731436365
483,0.7888453241815775
484,0.8139274920560189
485,0.6051046873018655
486,0.5822146867631873
487,0.6633523296007126
488,0.7687843334477149
489,0.2031102971867012
490,0.21331271360259843
491,0.7888453241815775
492,0.6018194937860487
493,0.4023681763376933
494,0.21675752142908686
495,0.8105621910839383
496,0.7667780102627033
497,0.21675752142908686
498,0.42208342309818797
499,0.3003464207798519
500,0.4213331912751763
501,0.21006213054566522
502,0.2031102971867012
503,0.4788406867872627
504,0.5642001636915921
505,0.8139274920560189
506,0.498620858145923
507,0.21482923520229555
508,0.3829433792674808
509,0.2070439027461332
510,0.2184610116816671
511,0.44070802113586893
512,0.5137007132870363
513,0.23568618703338098
514,0.5485684302573898
515,0.8139274920560189
516,0.8119492731436365
517,0.5704289014454285
518,0.7321715445516891
519,0.5796888212113097
520,0.4162516573551365
521,0.2031102971867012
522,0.382280543980377
523,0.21675752142908686
524,0.8101125221867369
525,0.6471634822717742
526,0.6600233516450661
527,0.7108833061923718
528,0.6551587195446887
529,0.8139274920560189
530,0.6507821221564479
531,0.5174648654837433
532,0.8034768081274996
533,0.5716352559900383
534,0.47069552828359656
535,0.4813219298163263
536,0.3644786176715363
537,0.3701271600851871
538,0.19744781235960546
539,0.22200153914574045
540,0.21331271360259843
541,0.4740800905939585
542,0.807411548611318
543,0.7123181028551584
544,0.5490166673602535
545,0.5873366825543583
546,0.4115485782680017
547,0.2040594215849135
548,0.2031102971867012
549,0.19965406918951217
550,0.424151365291632
551,0.7823352679955243
552,0.7868390009965657
553,0.5567917618323742
554,0.6025136630584654
555,0.7078724261495962
556,0.492207748192707
557,0.23712382336812554
558,0.30509164355770113
559,0.2031102971867012
560,0.21675752142908686
561,0.7868390009965657
562,0.4869819574249592
563,0.8101125221867369
564,0.8139274920560189
565,0.4213331912751763
566,0.21483278305773232
567,0.41941618634241834
568,0.21331271360259843
569,0.21006213054566522
570,0.4290748786346142
571,0.5512170194337376
572,0.801121036093627
573,0.6308930779057854
574,0.689710154132661
575,0.5310058427943318
576,0.45191748321909153
577,0.21675752142908686
578,0.2291994373222079
579,0.2040594215849135
580,0.3976238029849064
581,0.6448850494398747
582,0.5253442310050872
583,0.5984010301895499
584,0.492207748192707
585,0.8101125221867369
586,0.21675752142908686
587,0.2040594215849135
588,0.4438504126113284
589,0.21006213054566522
590,0.35822014247022976
591,0.21675752142908686
592,0.5789751987251264
593,0.5688869615763312
594,0.5599486606565006
595,0.6569003719441902
596,0.5068226601461892
597,0.34813051292894764
598,0.19744781235960546
599,0.21291223026953765
600,0.22491311113489612
601,0.7888453241815775
602,0.6547738524147307
603,0.6571154146844433
604,0.6805675106951651
605,0.5813549706280817
606,0.6994138782593916
607,0.2040594215849135
608,0.46683624297837023
609,0.21331271360259843
610,0.21331271360259843
611,0.5880862177938299
612,0.38593951228747064
613,0.5397950600021787
614,0.5475412487601422
615,0.6448850494398747
616,0.7050193273419515
617,0.4221542307392494
618,0.4174227937058233
619,0.3600014002880978
620,0.2587546935352573
621,0.6376417177812983
622,0.5076751596274144
623,0.6980761795435775
624,0.6280548044014806
625,0.504667776162021
626,0.6794851647782864
627,0.41955856343835995
628,0.21692783895346898
629,0.4357621585903726
630,0.19965406918951217
631,0.21331271360259843
632,0.8118160262773378
633,0.7888453241815775
634,0.5747503713959118
635,0.6237015245676842
636,0.20862509401621046
637,0.4334246837415971
638,0.427293423505552
639,0.4235779137324441
640,0.6935269673538361
641,0.7993755808719604
642,0.6038891857303637
643,0.8051266937938819
644,0.4737279647538952
645,0.21675752142908686
646,0.5152440022701971
647,0.430593234945262
648,0.2920320596164725
649,0.5386805399483573
650,0.23142017273399493
651,0.2707391681229222
652,0.2390025559688517
653,0.41761037798564643
654,0.8101438995963467
655,0.6259368984282918
656,0.5644772773453466
657,0.7365387039076405
658,0.35777782239193806
659,0.2744864576938775
660,0.25317150141246697
661,0.2587546935352573
662,0.30415611083706706
663,0.3322175015860307
664,0.22241397553730574
665,0.4104937925169163
666,0.4421044851121854
667,0.4395917416873679
668,0.5589622625860252
669,0.48924374091468364
670,0.8139274920560189
671,0.5490166673602535
672,0.7825449421472697
673,0.49712010566632764
674,0.5873366825543583
675,0.7097486628876277
676,0.23453194902701768
677,0.4404693366327562
678,0.34136202856641196
679,0.21331271360259843
680,0.2547965875486227
681,0.23041801180456606
682,0.43162796960954813
683,0.4267032551774011
684,0.44149775324525736
685,0.7976070128163409
686,0.6572337077500725
687,0.8052716031198993
688,0.29981125964199506
689,0.20435004197331857
690,0.4143346524223786
691,0.23142017273399493
692,0.43144354709015365
693,0.2031102971867012
694,0.5124594858663385
695,0.5183797485374613
696,0.807411548611318
697,0.761815610411171
698,0.36050888528496133
699,0.3497529825967303
700,0.2243608032286572
701,0.23453194902701768
702,0.44070802113586893
703,0.8119492731436365
704,0.7818428571759789
705,0.807411548611318
706,0.8101438995963467
707,0.8139274920560189
708,0.2040594215849135
709,0.22680891690133315
710,0.5455129852122014
711,0.42907349890816276
712,0.4310719834031571
713,0.7868390009965657
714,0.5852971397056383
715,0.5861413197497188
716,0.5850587442541886
717,0.7599772228191963
718,0.5988132433706345
719,0.6286937007525664
720,0.8119492731436365
721,0.5657325287666156
722,0.8065452624421043
723,0.8101438995963467
724,0.79964557090893
725,0.5398831795561597
726,0.7888453241815775
727,0.7888453241815775
728,0.5850587442541886
729,0.2031102971867012
730,0.22241397553730574
731,0.2672495037878044
732,0.3698849611760948
733,0.2291994373222079
734,0.4224908448063747
735,0.804093189484836
736,0.627045677988354
737,0.8034768081274996
738,0.807411548611318
739,0.27183483588816926
740,0.21331271360259843
741,0.44421400444632125
742,0.2184610116816671
743,0.46503127495809393
744,0.5873366825543583
745,0.6168617637210975
746,0.8139274920560189
747,0.20839396768890972
748,0.42913155144081494
749,0.43144354709015365
750,0.21331271360259843
751,0.4126537548430628
752,0.543395393115927
753,0.5607940653518102
754,0.4657409584806452
755,0.8013851060041586
756,0.6046039698875222
757,0.23453194902701768
758,0.4419945124414763
759,0.21489544548739278
760,0.4404693366327562
761,0.4247614523474316
762,0.42874690734819654
763,0.6376528876792166
764,0.5092929435643196
765,0.7577378792062341
766,0.8119492731436365
767,0.8101438995963467
768,0.424797259527836
769,0.21675752142908686
770,0.2204511471132832
771,0.3230107159918867
772,0.5743407998426003
773,0.5604721900715867
774,0.79964557090893
775,0.7539899730752028
776,0.48110633550040816
777,0.5280630011204807
778,0.8139274920560189
779,0.8017313529058331
780,0.21663484576384667
781,0.51087146274878
782,0.43144354709015365
783,0.2548210879758253
784,0.26194384933522746
785,0.4189610908094711
786,0.5873366825543583
787,0.44519135245701585
788,0.5850587442541886
789,0.7517388781969904
790,0.5197539884381662
791,0.5857917785626325
792,0.5459857615496045
793,0.5873366825543583
794,0.5103662120450617
795,0.5812735373070888
796,0.8101438995963467
797,0.41328496470657056
798,0.2184610116816671
799,0.49712603241198805
800,0.2548210879758253
801,0.2390025559688517
802,0.3818940242540018
803,0.2384884764923883
804,0.2870602876386905
805,0.4442349879013131
806,0.30489960294832086
807,0.5852971397056383
808,0.5746072851497633
809,0.7788536009502429
810,0.599725374798716
811,0.5988132433706345
812,0.5005282995407319
813,0.7888453241815775
814,0.5607193593432097
815,0.21331271360259843
816,0.31530625428211584
817,0.19744781235960546
818,0.3062159066002813
819,0.469734982013655
820,0.8118160262773378
821,0.5602463469787543
822,0.8118160262773378
823,0.6153739466889513
824,0.5852971397056383
825,0.20862509401621046
826,0.42877858425357834
827,0.4548333345661678
828,0.35117403726329743
829,0.49662696741861334
830,0.4261071945948881
831,0.6124379352103656
832,0.5873366825543583
833,0.5829434496947894
834,0.801121036093627
835,0.5922525959120584
836,0.5885534075833665
837,0.807411548611318
838,0.8101438995963467
839,0.4335181231224114
840,0.26386872174101184
841,0.2070439027461332
842,0.42114856509561
843,0.5360825113298106
844,0.8101438995963467
845,0.5790843125016543
846,0.6061514710337617
847,0.7888453241815775
848,0.6269204973220046
849,0.48593619000118776
850,0.43144354709015365
851,0.41328496470657056
852,0.21070597343963093
853,0.23709138574641428
854,0.2850545285227802
855,0.8037120935921982
856,0.8101438995963467
857,0.8052716031198993
858,0.746764875479252
859,0.8075270634614802
860,0.7196772487720605
861,0.4688200071915052
862,0.21876201315013805
863,0.2070439027461332
864,0.4023458742977672
865,0.22441188743369786
866,0.19744781235960546
867,0.4705451894709774
868,0.22219168688433824
869,0.4488025907563574
870,0.23482350688074455
871,0.6829374414581273
872,0.5710775827144573
873,0.6862171864688356
874,0.6756519059481602
875,0.6838453633812037
876,0.4412178336609221
877,0.3709077525213298
878,0.2547524522220929
879,0.34628175199042105
880,0.3790909089943856
881,0.37413048457363457
882,0.2672495037878044
883,0.332242113677754
884,0.4534908728427831
885,0.21675752142908686
886,0.4453898538438274
887,0.39043896235991277
888,0.6359484275054154
889,0.8101438995963467
890,0.8101438995963467
891,0.8034768081274996
892,0.7868390009965657
893,0.20862509401621046
894,0.426982814087967
895,0.19744781235960546
896,0.43990212563947173
897,0.4404693366327562
898,0.2031102971867012
899,0.43990212563947173
900,0.30963805778709114
901,0.5514654928192372
902,0.807411548611318
903,0.807411548611318
904,0.8101438995963467
